MetaboliteName	INCHIKEY	blank_1	blank_2	blank_3	blank_4	A_1	A_2	A_3	A_4	A_5	A_6	B_1	B_2	B_3	B_4	B_5	B_6	C_1	C_2	C_3	C_4	C_5	C_6	CdR_1	CdR_2	CdR_3	CdR_4	CdR_5	CdR_6	CdR_CdR_1	CdR_CdR_2	CdR_CdR_3	CdR_CdR_4	CdR_CdR_5	CdR_CdR_6	D_1	D_2	D_3	D_4	D_5	D_6	E_1	E_2	E_3	E_4	E_5	E_6	F_1	F_2	F_3	F_4	F_5	F_6	Fresh_1	Fresh_2	Fresh_3	Fresh_4	Fresh_5	Fresh_6	G_1	G_2	G_3	G_4	G_5	G_6	H_1	H_2	H_3	H_4	H_5	H_6	I_1	I_2	I_3	I_4	I_5	I_6	J_1	J_2	J_3	J_4	J_5	J_6	K_1	K_2	K_3	K_4	K_5	K_6	L_1	L_2	L_3	L_4	L_5	L_6	M_1	M_2	M_3	M_4	M_5	M_6	QC0	QC1	QC2	QC3	QC4	QC5	QC6	QC7	QC8	QC9	A_CdR_1	A_CdR_2	A_CdR_3	A_CdR_4	A_CdR_5	A_CdR_6	B_CdR_1	B_CdR_2	B_CdR_3	B_CdR_4	B_CdR_5	B_CdR_6	C_CdR_1	C_CdR_2	C_CdR_3	C_CdR_4	C_CdR_5	C_CdR_6	D_CdR_1	D_CdR_2	D_CdR_3	D_CdR_4	D_CdR_5	D_CdR_6	E_CdR_1	E_CdR_2	E_CdR_3	E_CdR_4	E_CdR_5	E_CdR_6	F_CdR_1	F_CdR_2	F_CdR_3	F_CdR_4	F_CdR_5	F_CdR_6	G_CdR_1	G_CdR_2	G_CdR_3	G_CdR_4	G_CdR_5	G_CdR_6	H_CdR_1	H_CdR_2	H_CdR_3	H_CdR_4	H_CdR_5	H_CdR_6	I_CdR_1	I_CdR_2	I_CdR_3	I_CdR_4	I_CdR_5	I_CdR_6	J_CdR_1	J_CdR_2	J_CdR_3	J_CdR_4	J_CdR_5	J_CdR_6	K_CdR_1	K_CdR_2	K_CdR_3	K_CdR_4	K_CdR_5	K_CdR_6	L_CdR_1	L_CdR_2	L_CdR_3	L_CdR_4	L_CdR_5	L_CdR_6	M_CdR_1	M_CdR_2	M_CdR_3	M_CdR_4	M_CdR_5	M_CdR_6	QC10	QC11	QC12	QC13	QC14	QC15	QC16	QC17
Clorophene	NCKMMSIFQUPKCK-UHFFFAOYSA-N	0	0	0	0	1124840	120943088	128708920	135671968	135842576	136593408	1018720	1217394	112874440	106940968	118265424	119365176	107503864	119053576	117069992	123044472	123072088	123041608	83984872	101503104	100596312	105257096	103721688	109257296	7163479	7861506	8299156	8631570	157243	8649306	785149	106716352	111035720	115993040	110355872	118871464	105087176	1491292	116456360	121021936	110576832	109091696	96061616	98423024	108223328	110894240	76049864	72834104	4965529	63596016	63376844	63369292	68189808	71018000	112445592	121331776	119540504	127488392	122958904	130642704	93874408	98767968	101310400	103852032	103684888	106150528	41422212	44436032	47476548	49797520	45115408	43276956	87660272	88289104	90211944	96196680	95875544	99790488	86127264	88499336	95283752	96129048	1068813	98318288	94265784	98050336	102865024	109969512	108466456	109918016	57113216	57687324	61580492	56703700	62938432	60718788	63057788	71894872	74659512	76498144	80918440	83023072	82010224	86077136	82406904	85936464	8458654	10447943	11768595	11740221	12596136	12457373	4174753	6014346	6507370	6753316	6932526	6657036	7957397	8657562	9943208	10684005	8709231	9242035	5888902	8007617	6567084	6806190	7155457	7657164	6288960	6604123	7252339	7366972	7468130	9589840	35066136	6983216	7548078	7669364	95051160	98428656	6126799	6142306	8941849	6173206	6405870	6513404	7961428	8430290	11285161	10779976	9620721	10672418	1035185	1124283	1084783	944171	83771152	87555840	8109657	7801340	8845909	8770399	9208087	9264836	8643747	9420466	9292962	9100625	9041588	9283529	8156673	8742965	9238756	8601203	9219367	8790193	90703672	95703672	97443176	96924608	97618848	94692624	13464697	19017516	19231018	19838974	20525478	20706840	20386640	20570504
Hexylparaben	ULULAZKOCFNOIM-UHFFFAOYSA-N	7109069	5566388	5529709	5554532	7622358	8684305	9127166	9665497	7275689	4552836	8328396	8421192	9093364	9632393	3824138	4647554	8316708	9099433	8896051	9117099	3839939	5131509	7694286	8310670	9062859	9709727	9506281	4742818	7575027	8787643	8638402	13606237	9097936	4545252	8262086	8705732	8690400	9421661	3750822	5012178	8865146	8927011	8935484	8784769	3629601	4681764	8176744	8797227	9370654	9617601	3605520	4875922	8029598	8280489	8377714	8833524	8952024	4846704	8662083	8668337	8821577	9226204	3640050	4508394	8913598	8789626	8921903	9668847	3771337	4526286	8438424	9092296	9430045	9538639	4068960	4412752	8556852	9296409	9404367	9544922	4060466	4435456	8473567	8655224	9374381	10017194	5617410	4314274	9157425	9476658	9320057	9683333	4428344	4472270	8564978	9117649	9823720	9495632	4327100	4704668	7134433	8470298	8415115	8678626	9299137	8741716	9658052	4302344	4251140	4814172	5423249	6695695	7412216	7725304	9450290	9008017	5059368	6722920	7482643	8424467	9459730	8769495	5780246	6700619	7305664	8475349	9629531	8884970	5922178	7257036	7926802	8797830	9718480	8600331	5749564	6941696	7326910	9179165	9629222	9012574	6082650	7091839	7774074	8991694	9637546	8559492	5779626	6778154	7499706	9119577	9665694	8880992	6467258	7059889	7686987	8888041	10175703	9206593	6962291	7337354	8264523	9652985	10368744	9253182	6593459	7296258	7611440	9236703	9595842	8954775	6327156	7381130	7920258	9533161	8913621	8834133	6904046	7362083	8015521	10807677	9386424	9418454	6924224	8558505	8147794	9985020	9270650	9371011	5156143	6634880	7432768	7816262	8898730	9297182	9307944	9179385
Xanthurenic_acid	FBZONXHGGPHHIY-UHFFFAOYSA-N	0	0	0	245	606315	11836945	12767368	12974874	13443875	13538712	749120	539679	20481730	13290217	20907210	21039740	22628642	23994006	23301348	23750024	24627732	24064294	10184560	13196585	12793457	14536981	12822568	12796797	11064543	11352539	11468274	11446374	174393	11319030	912102	12238272	12793468	13401153	9186401	12636725	7120346	484490	8410121	8024788	11915150	11986264	12248073	11497127	13012536	13573187	11712009	11206225	3047375	13486162	14136092	13599924	13763293	13800989	13383419	14075569	12521798	15174564	12951964	14060371	5663648	6463341	10551351	7316294	9994426	10899288	10588040	12808760	12503706	13161720	12259571	11497768	10996502	11007422	11873389	11451573	12217935	11964901	11597470	11376803	11858941	11865630	162400	12286667	11855911	12330797	11830646	13086177	11889141	12934817	13776674	12832512	14145671	11967741	15531714	12678441	10734910	12226130	12412920	13114998	12723627	13016831	12929858	13110237	13349921	13234685	7448674	8089616	9251512	9425241	9716865	8978045	5510204	11829965	17921312	17667780	17530454	17612236	17495154	19725560	20718722	20206056	20435740	22601480	8115326	9444963	10341745	10114034	10822455	10600612	8669790	9388131	9739378	9716494	9588315	10053343	12803978	10378458	11229926	11399394	10996370	11586880	11761023	11853362	13103862	13491066	13076342	14181921	9991166	8196842	10574412	9884198	9985725	10890297	68559	118801	198720	90174	8419700	8785384	8995371	7262886	9525054	10695656	10524560	10635330	11506744	12567849	11855986	10087200	10620242	11909326	8804985	10017878	10403889	10703430	11221667	10403630	11208782	11071300	11585175	10893844	10989409	9890657	8326934	10000575	10405729	10720055	10092446	10930442	10721062	10462229
NCGC00380353-01_C15H18O6_Pentaleno[1,6a-c]pyran-9-carboxylic_acid,_1,3,4,7,7a,9a-hexahydro-4-hydroxy-4-(hydroxymethyl)-6,7-dimethyl-3-oxo-,_(4R,7S,7aR,9aR)-	FWDDYLWFBHUEKH-QXGHTHNXSA-N	0	0	2490	0	1588414	52232264	60187776	57541064	61084492	61427628	683686	437976	11678067	8949115	8297093	8222364	58039404	61350824	59210936	58235528	57109336	55927700	2329410	2823510	3555906	3616066	2614992	2928808	2973574	2935589	3549679	3427754	18836	2920986	2222593	44852488	43976580	42255392	33117998	43171920	12685630	286571	11425057	11446254	48984524	48673860	54988160	53268896	56825548	57714992	48006508	46567372	12115837	55985312	57551844	58228584	60668696	57342016	43161540	45059840	39697972	44422584	41327704	44274832	5820988	6132227	5889700	6288530	6085446	7246762	58485000	66425432	64448900	70159352	66908696	64919720	63827948	62223732	65793860	63649516	66993036	69420248	64864548	63189992	61905224	64106012	485817	66547852	48108736	51490960	49980180	53290276	52555448	56542608	90507024	83860728	90522440	77159080	92868896	84437648	40474136	45557168	46875144	45257468	46714836	47313596	46728992	47421104	47257048	47746384	2127522	2005710	2147104	2295913	2268922	2029456	411978	782064	1317562	1291022	1053780	1030569	4777296	5219308	4002542	3873656	4896824	5257412	2908815	3123369	2204560	1887423	3413713	3404276	3699375	3642959	6421589	6871585	3756344	3692120	996716	3195217	4343916	4107860	2281675	2330895	2828607	2729874	2496821	2365506	2574539	2926394	1542216	1117536	2010443	2212762	1245627	1230488	3188	0	0	3506	805572	809714	2861058	2109810	2541544	2536424	2604368	2984039	5144744	5303470	5025089	4401760	4652227	5103205	7089892	7869360	8201997	11045054	8032374	7266584	2074011	3016016	2203940	1601978	1722531	1578034	2840030	2983372	3097285	3142874	3386434	3219954	3271410	3120018
4-Nitro-N-phenylaniline	XXYMSQQCBUKFHE-UHFFFAOYSA-N	34728	48462	25348	47929	109825	483774	570275	478164	521887	550127	300083	238528	1916174	1532441	1930772	2073502	1866074	1989894	2061678	2069251	2224352	2263364	1583222	1979206	2119668	2228080	2130572	2243639	1876934	2074048	2015976	2026168	269982	2368884	297035	1895656	1948496	2045816	1529580	2114946	1741241	238214	1963181	1979901	1984600	1875279	1652850	1613494	1837440	2179266	1750411	1749017	496718	1763827	1805612	1848514	1853660	1913749	1564766	1700855	1652741	1868062	1764272	1916226	1235772	1237917	1333708	1431181	1391994	1411575	1128914	1276412	1272731	1353197	1286774	1355975	1206096	1234358	1351536	1325490	1308707	1369530	1101913	1227687	1214590	1205497	125989	1304196	1300837	1380252	1417089	1512527	1565692	1594484	1222176	1242822	1412498	1297645	1520290	1340680	1190024	1346047	1467091	1584018	1657568	1742662	1665050	1698029	1819962	1803786	496713	504093	548672	664244	609489	617900	872752	1593930	2170110	2229514	2411707	2261300	1710286	2105100	2232579	2101138	2351852	2462628	1805210	2083378	2251460	2231373	2334550	2509578	1792332	2030754	2044680	2086431	2143674	2387947	2038735	2144603	2324354	2495762	2468778	2456760	1845262	2032657	2220664	2284466	2333622	2368553	1642286	1818184	1822511	2034945	1863010	2027172	138825	119233	178019	150499	1814805	1954676	1462684	1287864	1597490	1852758	1810704	1843145	1674899	1690200	1775040	1558032	1829343	1837064	1456746	1609402	1610209	1874354	1863196	1813911	1795996	1845803	1910492	1938903	2029573	1893190	1197784	1642098	1749910	1698430	1840864	1979770	1928828	1930904
DL-4-Hydroxy-3-methoxymandelic_acid	CGQCWMIAEPEHNQ-UHFFFAOYSA-N	2768	1784	3167	0	366141	3700000	3249664	3291114	3725032	3752440	520924	368492	3689942	3241259	3802442	3905730	3896347	4089477	4081374	4099939	3621340	3515229	3004391	3654174	4117360	4238840	3860742	3931016	3687866	4297609	4866839	3944512	168768	4821582	484640	3300330	3593976	3459279	2568402	2887786	2812688	280427	3233061	3054279	2800234	2810307	3098076	2902615	3131682	3417266	2622672	2595573	1118246	2984225	3742878	3743362	3953556	3133008	3358602	3687681	3718763	3735708	3232544	3504924	1486614	1551644	1501111	1598793	1589359	1724973	1568887	1714819	1660117	1716554	1659429	1703742	1267403	1741553	1478111	1477428	1506072	1525674	1635766	1691768	1758990	1689760	68849	1707030	1810566	1754979	1896181	1738579	1484056	1519021	1734931	1826952	1704156	1684250	1825424	1777562	2081782	2373540	2692364	2600696	2641948	2743596	2715391	2780278	2805833	2842446	2852904	3035969	3494522	3321954	3308740	3305978	1588090	2635930	3422125	3359392	3322664	3470032	2950352	3456266	2705156	2667351	4044619	4424524	2376298	2799038	3216085	3291999	3164433	3406055	2457377	2875478	2894445	2942027	3298031	3026015	1960687	3358991	3426461	3472207	3396848	3286876	3485925	3546184	3753476	3493287	4023720	3973575	1394497	1552164	1655272	1618791	1384018	1473393	17541	24343	44857	20062	1205904	1076253	741346	788203	925131	963158	879119	1059409	841893	747625	1100787	863055	1030365	878593	1219264	1401678	1297681	1364902	1569592	1612792	1283254	1509775	1494861	1305202	1391447	1166331	1460144	2191892	2043159	2246474	2165806	2332544	2293180	2247790
5-Chlorosalicylanilide	KGYNGVVNFRUOOZ-UHFFFAOYSA-N	0	0	0	0	123756	4786230	6033630	5791929	6341366	6317998	155604	115153	6608988	3992774	6103824	6090190	6046406	6442830	6419158	6542096	6258056	6317250	4674140	6583756	6240126	6368339	6022978	6722321	5964178	6143844	5804569	5817106	11497	6452932	226161	6119362	6404042	6278205	3947744	6241814	5827046	121760	6462417	6595270	5981456	6257546	5466073	4834934	5588387	6233604	3504669	3536753	803642	6131148	6152682	5990981	6336250	6278170	4973999	5577678	4606030	6169706	4876259	5661158	833904	795149	819058	887325	789459	830735	652609	693505	793880	812730	722428	702441	626067	681130	716024	581630	673317	627811	748741	577144	609326	561071	0	693774	713084	713215	718565	738966	721570	856488	869604	871062	970881	733641	1040790	849023	2701635	3349280	3498230	3717385	3764039	3760735	3627808	3812412	3720528	3746834	4087532	4134428	5319025	5110206	5228302	5053531	1384642	3296318	5593672	5513636	5306054	5326062	4553476	5423673	6007054	5363648	5760335	6189496	4741403	5877502	6649691	6173498	6565582	7158515	5715607	5592306	5493434	5567700	5926282	6597570	5619236	6412770	7066302	7292874	5061109	4969784	6979364	6684117	7554445	7419094	7349434	7700378	727042	797835	737382	844449	702750	752236	2888	0	0	0	647485	644168	765237	509339	661493	764515	703585	711740	774450	788570	689632	632609	745859	740909	695323	823018	760417	827392	689693	671791	930442	809483	922651	961910	928948	839561	2295980	3016078	3213560	3205344	3239158	3174816	3542196	3411784
Indarubicin	CRDNMYFJWFXOCH-BUHFOSPRSA-N	2797	0	3021	1680	570157	5984584	6750998	6659086	7486736	7068646	747316	570764	6645492	5167588	6860993	6686852	7451730	7807500	7649696	7989814	7641514	7581101	6133566	7639468	7726683	7947242	7201183	7585422	7430264	7546628	7999322	7794545	312731	7929529	921179	7179880	7257596	7347382	5997090	7394572	14540311	1109018	15051425	15265093	14417472	14196140	6295652	6075680	6770070	7072634	6479954	6309608	1926870	6661147	6715014	6801324	7000118	6686684	6299168	6683364	5961909	6641428	6177246	6556716	3809062	4011232	4074993	4494094	4003668	4212977	3262822	3785073	3576726	3824034	3667282	3537063	3386017	3321851	3741187	3513661	3583356	3737996	3444971	3365661	3370020	3431956	91915	3687186	4015278	4283862	3820304	4229524	4012780	4500185	4256726	4006813	4165037	3693498	4634038	4057126	5123526	5868473	6160068	6191843	6141713	6297136	6305048	6356196	6375634	6273238	5623356	6019413	7135528	6676242	7088796	6482785	3084767	5398599	6794776	6665118	6675310	6588260	6222880	7494464	7259963	7047036	7744388	8239994	6443152	7168554	7773912	7583618	8185509	7916568	13849116	14549984	13559224	13484845	14838885	14892648	6507752	6930604	7542032	7554574	7215734	7291633	7951751	8157048	9012424	8568460	8598789	8836179	4575394	4633876	4628163	5134162	4262496	4652242	124628	139363	171076	109262	3804862	4085752	4102797	3446571	4280172	4549664	4268828	4510802	4150407	4283514	4154474	3844132	3931839	4185287	4061428	4462988	4689216	4685128	4675778	4390906	4948244	4731500	4807954	4363412	4452152	4284965	4683404	6116474	6540884	6323218	6367266	6341133	6351632	6410018
Troglitazone	GXPHKUHSUJUWKP-UHFFFAOYSA-N	0	0	0	0	71789	1742949	2000891	1908631	1988835	2066838	67878	32202	1440376	1032984	1609523	1668919	2093234	2274010	2159514	2096469	2142766	1977270	1470935	1797692	1841674	1977565	1864368	1781415	1667412	1756631	1511276	1515493	8381	1695831	185688	2827633	2928410	3032814	2040962	2912774	2001899	55964	1945834	2071490	2105930	1930830	1833178	1704836	1788973	1875018	1572109	1537489	359934	2010043	1990956	1915278	2036635	2053126	1508822	1578605	1369367	1517586	1414146	1593443	1239841	1216510	1118469	1289157	1188094	1324960	1507614	1787553	1740295	1965869	1790785	1684360	1638845	1564857	1817240	1610636	1748702	1735190	2573761	2637349	2619165	2637012	22085	2841348	1966442	2047466	1917829	2055430	2104656	2439364	1738967	1616015	1952402	1447395	2056096	1645649	1615961	1848071	1888997	1999699	1878672	1868504	1991097	1976423	1946702	1909244	1654148	1604316	1974596	1709691	1920649	1699936	488266	892267	1267715	1323924	1377499	1363784	1691360	1944990	1904819	1864463	1944798	2190320	2814798	3298745	3244549	2963564	3251668	3573460	1941716	1885909	1965856	1889498	1902422	1946906	2893808	2109970	2224612	2269252	1752461	2013549	1209037	1281224	1606482	1610759	1223010	1324578	1577502	1619520	1505870	1536086	1374767	1594481	15795	2934	11653	3630	1761720	1890222	1850150	1393342	1932369	2144282	2056820	2285656	3614210	3886166	3593150	3098326	3480500	3642543	2340696	2446185	2445046	2458652	2585532	2400019	2121631	2043306	2057334	1907053	1846516	1816616	1710680	1774989	1961861	1989086	1958939	1942336	1989457	2006086
2,3-Dihydroxybiphenyl	YKOQAAJBYBTSBS-UHFFFAOYSA-N	1087375	933801	957339	942808	998381	952469	1025521	1156358	1155008	1153772	1001880	1052399	1061210	1150060	1122035	1156617	889781	920364	1201657	1211678	1199427	1220561	825475	873980	1050933	1063892	997714	994368	863291	912406	947082	998172	1080098	1089622	1016426	994554	1139929	1216578	1146492	1234668	855430	1130988	1005503	1138072	1109763	1082980	953943	986627	1015514	1063996	1161116	1098585	859087	873362	1119744	1127888	982294	1140995	867393	1033434	985987	1013252	1003599	1113052	884412	951417	1154548	998039	1051340	993345	819295	1057592	1011548	1013788	1073340	1118827	892734	1004744	957494	999371	962875	1018592	888124	977239	1016388	979310	901604	1013971	1025148	869102	1006785	991619	991721	1004088	920494	1063180	1155659	1085164	1010843	1194555	976233	941695	907773	897065	1052706	1070897	1035577	1419240	1093051	1099497	999545	801228	1022754	1021932	1180151	1132563	552393	683364	1095242	1084913	1258929	1056613	699102	1026284	1247072	1252626	1207786	1302603	797892	1192932	1191660	1311677	1250937	1501006	732273	1150517	1309843	1250460	1523966	1506750	752340	1313128	1296560	1254882	1273328	1429215	707853	1074197	1296343	1328810	1437043	1280650	824785	1060430	1227056	1218326	1364856	1344256	840831	1128317	1139046	1242551	1318921	1377813	857023	1104580	1087200	1157953	1071228	1163067	734193	1041370	1005173	1171761	1009224	1297621	845255	1016488	1189376	1101490	1014269	1051011	881622	1065154	1093846	986982	1057410	1034483	799055	771348	1016192	1434210	1315428	1107008	1104707	1295431
Cholic_acid	BHQCQFFYRZLCQQ-OELDTZBJSA-N	20504	0	6019	0	7712	484961	579767	548751	620021	765880	39889	8005	1657661	974879	1566675	1536312	412113	467543	471975	461104	389449	414579	783139	855420	800794	972777	891500	1052993	688702	609355	570857	842213	21187	638882	0	38180	62478	26369	25807	145517	546714	16071	717249	651783	485367	529077	836870	843970	997142	1307632	845489	699654	118057	490343	416017	442383	465023	373626	397126	479270	204177	367656	319789	370149	478954	489888	452918	535539	461289	603709	919340	1178332	1271673	1546070	1115897	1102929	1369445	1282241	1455470	1401445	1634861	1664884	354482	264624	497438	360964	30553	379644	267530	439109	320220	461011	482757	453777	408804	325528	349179	300201	442331	385287	505193	480956	499626	505521	512999	508072	550192	526447	658311	519714	670425	721107	903235	866943	957858	922672	1054714	1465426	1087308	1176225	1163086	1211294	552361	673042	611641	551545	669501	709627	276900	303712	499883	573213	465483	459803	972521	1014838	614775	756976	982847	1118656	2116325	1491650	1488366	1185146	1249659	1481995	608120	591458	889601	918092	695740	769326	647712	559534	708205	1042840	502587	593411	46291	78601	71458	70857	1154677	1325060	1453500	1116856	1778925	1953722	1896473	2155961	520402	624290	721234	476738	688846	557910	385493	369497	398204	341604	558408	344895	560054	510186	608603	411426	568509	516850	669671	746818	849328	834281	730640	896086	802975	857471
2,4-Diaminobenzenesulfonic_acid	JVMSQRAXNZPDHF-UHFFFAOYSA-N	3818	2681	0	2606	1243377	9949324	10398181	9714961	10529861	10319236	11605181	8882633	37983104	34386060	34436464	34161512	10462232	10328214	10611491	10873037	10460617	10580505	9307342	11234582	11363301	11665533	11304074	11388227	10895996	11978305	11852966	12516071	486534	12008990	578874	5390584	5342562	5146387	4417118	5200077	11221963	1457072	12776919	12277033	11578757	12372828	23449486	23810852	17996190	18986622	18902316	17241516	3568880	9773179	9480548	8906892	9866445	9476566	35149652	36696648	35399416	34506472	35359888	36109600	147998	207792	255728	93081	127374	184697	9029197	9617321	9402091	9108745	8927733	9163737	16911256	17351254	17320274	16944958	16756606	18077676	27647376	28026634	29581114	30837134	2313344	29583488	2880191	2756264	2813205	3363470	3101780	3237070	10654204	10704246	10398809	10330858	11290888	10879656	11195278	12962546	13995120	14573618	14055598	14115154	13762409	13414115	13420933	14146457	10171563	11534606	12283531	11937732	12387356	12240941	25267440	32912608	38604584	39917376	39421292	39349556	10939861	12030350	12771309	12057751	12641871	13738525	2154779	2717283	7616780	7895406	7450851	7615026	14271383	15249722	14671718	14330894	16828400	16422639	14330062	25453664	22323526	22562108	23165550	24674708	41800508	41539296	43910912	44708832	44830412	45833532	4121559	4558088	3457762	3122318	4782948	4854362	222021	318293	560962	216534	13246233	14319622	17339276	19770820	19510406	18946396	20111608	20266182	28765468	30524052	31380636	32148996	32509544	33984964	3914283	3970348	4356608	4517763	4489094	4527653	11417020	13246230	12905754	13972062	13867854	14415806	17524352	21190860	21558682	22158270	22989520	23300602	23471498	23626656
methyl_(1R,4aS,9S,10S)-10-acetyloxy-5,9-dihydroxy-1,4a-dimethyl-2-oxo-7-propan-2-yl-10,10a-dihydro-9H-phenanthrene-1-carboxylate	ROWKODQLOIEBHL-MXHWVDEXSA-N	0	0	0	0	430497	3841526	4158314	4135150	4093058	4119549	567393	370909	4302256	3666769	4077490	4155428	2834806	2753580	2790381	2768096	2894464	2885462	3802858	4308115	3423768	2832911	3939347	4164473	3286754	3176060	2261347	2346994	312684	3488350	460548	3334500	3235304	3220527	2655334	3472852	4274973	355211	4251916	4181493	3954085	3853002	3579549	3600035	3606942	3696196	3649639	2872162	1535167	4211786	4503146	4228782	4203734	4025574	3900291	3678508	3759022	4045612	3555465	3769808	503594	712667	493560	503342	723731	363048	2863048	2968276	3233612	3531667	3147564	2909192	3112289	3165818	3189811	3665300	3295527	3279695	3171888	3374671	3141089	3142492	75260	3040006	6306333	6487267	4596394	5069086	4301200	4716036	735744	694978	733526	602868	784085	946430	2952007	3141083	3440080	3114839	3503495	3082415	3364885	3325787	3308165	3330186	3184350	3378426	3420390	3615562	3281664	3133572	1871346	2871550	3487012	3846135	3466014	3604119	2151898	2385185	2489231	2299302	2407394	2195744	2509782	2522511	3227356	3037640	2902953	2986234	3518956	3409336	3690774	2931749	3242331	3471122	3275754	3200460	3155485	3181834	3544268	3495037	3660491	3496112	3831828	3870036	3480530	3376539	292402	414817	388797	187537	375515	329892	534264	723061	568289	481939	2730006	2611382	3055627	2481701	2936868	2949454	3192826	2988598	2840921	2738458	2818396	2826394	2653458	2682811	3945231	4357723	4236755	2528594	4122034	4066543	775140	534673	654478	865308	699592	729533	2432882	2558961	2674142	2840088	2937607	2685514	2641200	2623228
3',4'-Dimethoxy-7-hydroxyflavanone	MEDOAKSPIIOKFU-UHFFFAOYSA-N	0	0	0	0	123619	1102865	1165922	1159221	1199929	1239433	0	0	9261	6555	9948	0	665357	684078	679913	647044	795167	766408	1692	883	17063	20638	15371	7064	21158	6796	8085	3591	0	6997	119504	805886	807136	812426	627034	678889	38885	2549	45352	35121	503382	500061	2225062	2084526	1449155	1550426	1312411	1167370	965764	2732709	2760270	2787329	2764562	2480481	580467	659650	646080	679058	653907	608493	227367	225679	248990	273070	286461	287921	2947688	3055215	3068872	3141080	2901979	2765968	2846319	2862950	2855582	2916721	2725508	2790854	2222154	2299576	2305395	2215882	49125	2286506	865303	860184	825064	902382	838096	816465	1917507	1896252	1884264	1685832	2043687	1753954	1117572	1256378	1362977	1267368	1281301	1303528	1395128	1287383	1261710	1342674	14434	16005	27091	14422	18581	6149	6527	4678	6673	0	6382	829	14224	16236	5976	8159	0	0	13962	11903	11435	22092	7306	34716	8480	4889	0	20473	6587	7219	8789	0	20112	7678	1036	13938	6600	18436	18313	8614	19971	7475	14768	19103	1945	464	12454	9343	0	0	0	0	6507	6345	339	1097	519	8942	17017	6578	115254	907	31570	56294	52439	15346	7808	7749	11568	60847	32102	26483	9214	60318	22228	13879	7390	13029	3561	2189	6254	16679	6280	6503	5807	9559
(1R,9S,10S)-3,4-dihydroxy-11,11-dimethyl-5-(propan-2-yl)-16-oxatetracyclo[7.5.2.0??,?????.0??,???]hexadeca-2(7),3,5-triene-8,15-dione	SWVDNEGGBBYXGS-UWVAXJGDSA-N	12576	2725	3164	0	169173	1960266	2103615	1899824	2217644	2103523	207756	143570	2059487	1560590	1814932	1894102	1660122	1706348	1683387	1716303	1684476	1757964	1202840	1382476	1347079	1356052	1272389	1266366	1093227	1124340	1031690	927066	48658	1000790	218827	2110278	1993321	1978403	1558154	2021677	2645553	208358	2919441	2820380	2514895	2601501	2034384	1878796	1965115	2093957	1851080	1862535	731094	2393432	2725166	2594526	2568904	2533978	1860415	1908442	1647775	1852644	1629677	1764446	594214	601212	480092	553342	540424	586678	2171704	2402416	2402491	2688071	2352208	2266513	2532392	2439552	2596632	2512270	2574689	2674122	2664546	2537902	2517055	2378195	53529	2537402	3909858	4174034	2839732	3196984	2864814	3211675	1343707	1330796	1443097	1216473	1557074	1280689	1799447	1819854	2072368	2097772	1982015	1913752	1319664	1885630	1958246	2036384	1050225	992113	1055282	1057250	1140452	971125	742473	1145843	1448393	1420922	1413455	1455148	940608	999798	1261406	1108387	952891	871727	935249	949146	1130384	1141971	1058167	1087379	1267741	1246241	1475575	1472437	1182002	1227734	2017991	1468810	1402052	1475628	1454381	1442675	1330278	1291984	1338472	1309284	1401139	1373282	318174	296251	179846	237260	241881	229946	108320	153558	131052	110884	1609225	1607331	1813514	1402829	1665831	1850840	1717658	1978585	1876528	1960542	1762983	1700026	1680030	1770118	1004949	979461	973309	923475	1080746	955572	1521550	1261518	1507891	1380371	1441038	1307704	1174351	1289166	1308925	1300168	1272905	1146951	1262998	1226030
Purine	KDCGOANMDULRCW-UHFFFAOYSA-N	213024	350205	626887	244549	17099890	126855344	152463760	143798624	145825856	149452816	19100018	17333078	142753728	115399576	144272112	138389248	122327832	135837008	142782016	144833824	141761216	141132256	108468104	139357408	147821088	154803936	150707920	146645056	140153552	164633392	171306000	170898864	9967551	176532496	22720526	117423192	127281128	133799168	117119192	124045888	104869384	16113779	126718584	127491488	124201992	122041400	113805592	118343384	128980032	136882176	123390096	121079448	37595888	130786328	133488176	138022992	140281696	138602656	115345808	123836672	126322312	137732560	120861288	131077360	62332404	68627544	67117632	73330872	70556944	70750440	64064140	73027104	74885952	81211656	73256768	71157536	63862548	67830808	70783192	70836088	71753440	70782240	62458632	63863392	68831688	67129128	6893759	71209872	68309064	72577760	73027888	76696384	69197680	76455536	73169560	73788632	79339016	70077960	81664032	74892960	76269344	95764320	105180056	107093360	109436296	110709288	114356584	109439440	108624352	111706032	76978288	105454312	119671232	116693080	116039432	111055016	44482588	83757408	105294728	110509184	103178280	103193304	85497624	109115784	113647784	112012816	115473952	112233040	77498584	98676576	105563424	103622912	106548056	106600544	88232800	99011056	106674152	103923056	100839200	101210504	117131176	119762664	135844592	131730728	118358432	116487800	101472160	104476104	108235992	106253360	107868712	107172792	52193840	58275788	54416952	62085564	51020196	52601000	3892713	4636086	5716811	3091298	61989460	62874240	57520492	55477356	62325804	68622056	65022440	66412128	67309472	73797664	70211768	64357880	64682256	66630976	59291540	66794608	68407816	64928292	63304880	58999496	76974512	74937984	78971624	70375472	70399376	65476804	47060796	78080920	81350952	82440472	83791688	83700256	81945744	81959848
