MetaboliteName	INCHIKEY	blank_1	blank_2	blank_3	blank_4	A_1	A_2	A_3	A_4	A_5	A_6	B_1	B_2	B_3	B_4	B_5	B_6	C_1	C_2	C_3	C_4	C_5	C_6	CdR_1	CdR_2	CdR_3	CdR_4	CdR_5	CdR_6	CdR_CdR_1	CdR_CdR_2	CdR_CdR_3	CdR_CdR_4	CdR_CdR_5	CdR_CdR_6	D_1	D_2	D_3	D_4	D_5	D_6	E_1	E_2	E_3	E_4	E_5	E_6	F_1	F_2	F_3	F_4	F_5	F_6	Fresh_1	Fresh_2	Fresh_3	Fresh_4	Fresh_5	Fresh_6	G_1	G_2	G_3	G_4	G_5	G_6	H_1	H_2	H_3	H_4	H_5	H_6	I_1	I_2	I_3	I_4	I_5	I_6	J_1	J_2	J_3	J_4	J_5	J_6	K_1	K_2	K_3	K_4	K_5	K_6	L_1	L_2	L_3	L_4	L_5	L_6	M_1	M_2	M_3	M_4	M_5	M_6	QC0	QC1	QC2	QC3	QC4	QC5	QC6	QC7	QC8	QC9	A_CdR_1	A_CdR_2	A_CdR_3	A_CdR_4	A_CdR_5	A_CdR_6	B_CdR_1	B_CdR_2	B_CdR_3	B_CdR_4	B_CdR_5	B_CdR_6	C_CdR_1	C_CdR_2	C_CdR_3	C_CdR_4	C_CdR_5	C_CdR_6	D_CdR_1	D_CdR_2	D_CdR_3	D_CdR_4	D_CdR_5	D_CdR_6	E_CdR_1	E_CdR_2	E_CdR_3	E_CdR_4	E_CdR_5	E_CdR_6	F_CdR_1	F_CdR_2	F_CdR_3	F_CdR_4	F_CdR_5	F_CdR_6	G_CdR_1	G_CdR_2	G_CdR_3	G_CdR_4	G_CdR_5	G_CdR_6	H_CdR_1	H_CdR_2	H_CdR_3	H_CdR_4	H_CdR_5	H_CdR_6	I_CdR_1	I_CdR_2	I_CdR_3	I_CdR_4	I_CdR_5	I_CdR_6	J_CdR_1	J_CdR_2	J_CdR_3	J_CdR_4	J_CdR_5	J_CdR_6	K_CdR_1	K_CdR_2	K_CdR_3	K_CdR_4	K_CdR_5	K_CdR_6	L_CdR_1	L_CdR_2	L_CdR_3	L_CdR_4	L_CdR_5	L_CdR_6	M_CdR_1	M_CdR_2	M_CdR_3	M_CdR_4	M_CdR_5	M_CdR_6	QC10	QC11	QC12	QC13	QC14	QC15	QC16	QC17
p-Coumaraldehyde	CJXMVKYNVIGQBS-UHFFFAOYSA-N	39719	67813	64563	70028	97002	888628	1159814	1030338	923264	1328455	222448	296267	2160766	1439183	2020291	1966919	1202157	1142551	1517038	1543063	1587096	1544102	1403474	1845968	3218067	4424078	1798931	2095784	1396956	1903432	4502608	4466688	102591	1462116	221899	1334334	1197890	1243716	972379	1235494	844844	148529	1190036	1153977	1275944	828579	812822	818130	809741	1211017	1077747	1094813	215266	930887	958304	726737	1094351	825370	1331105	1433522	1479272	1302208	1414724	1605096	916915	994174	1039141	1265188	927382	1137143	870072	699691	814152	728459	991639	931138	782418	609991	701112	1162951	1212871	1155123	566743	603364	489121	594445	169488	950504	792374	1215970	1055656	1022666	989313	935380	1316315	573797	980625	1118443	924752	993366	847539	1320911	1406545	1405804	1246879	999683	1413079	1055572	1652716	1385559	716260	911182	1082272	1150503	1339888	881493	531424	910720	1415842	1464606	1495731	1235086	1169985	1516191	1678236	1663338	1412284	1204702	1448484	1784570	2314877	2040639	3569433	3876613	1679924	1962835	1255381	2099532	2767472	2217814	1305900	1018348	2231815	1478767	1672742	1599836	2098182	2157088	2229121	2374964	2159048	3323263	3245202	2049711	1560613	1742466	1760182	1798285	346420	205220	247532	146281	1279225	1332781	1013414	1106480	1201224	1095883	1223354	1385577	894159	955709	1024246	1123823	1172314	1448804	1174313	1498008	1199924	4755448	1472323	1235084	1405604	3246791	1765036	1551299	1225516	1225340	1132091	1433981	1519393	1730238	1313327	1534103	1788642	1499266
cyclo(tyrosyl-prolyl)	LSGOTAXPWMCUCK-UHFFFAOYSA-N	14890	16344	13993	4850	753503	7158074	7738318	8241208	8786091	9320981	867263	725275	8253696	7424136	8570976	7914538	7648679	8598930	8587334	8285406	9118790	8181479	7509908	10175515	10353880	11706101	10091032	10190751	6738758	7457988	7619888	8103848	3523672	8429991	1063104	7943444	7973924	8122150	6448921	8891763	7784732	686898	8380022	8416986	7645990	8031426	7410077	7571693	8474729	8818135	7503880	7741161	3405460	9566323	9353632	9673419	9635635	10281284	7329362	8225725	7252200	8569482	7587238	7947198	4192168	4599798	4473148	4933142	4489700	4913204	3819894	4588769	4584315	4610692	4353500	4438902	3886578	4188120	4561798	4271332	4500990	4749207	3818164	3989596	4370702	5045550	467965	4409424	4225278	4947749	4755280	4836694	5049220	5190845	4652198	4810508	3275857	4475382	5711454	5062917	5160068	6246652	6389216	6756230	6609100	7223802	7110027	7461787	7240347	7105322	5867320	6431199	7717286	7363756	7316640	7125472	3550452	5650168	7020653	6955688	6894586	7237342	7562857	8109506	8994297	8497577	9863237	9507539	7607130	8533005	9845425	8572919	9920843	10007882	8082274	8647731	8474526	8029684	9006526	8504686	6682131	8655652	10701586	10193944	9209988	9396694	9539064	9174675	9691368	9105288	9754219	9497347	5063316	3149984	5553472	3184299	4731717	5153170	3555781	4090598	4552808	4534894	4424117	4759151	4975920	1965424	5403183	5346774	2720502	2641274	4927128	5240484	5648326	2586204	4919474	5228239	2271057	5244510	3269809	5298240	5880244	5403364	5961044	5757340	6114380	3037575	5398732	5275702	4429204	6277192	6377322	7071346	6494890	6563731	6714458	6960583
2-Methoxyphenol_sulfate	AQTYXAPIHMXAAV-UHFFFAOYSA-N	57923	69942	37733	63728	180924	5284704	6122868	6645175	7508578	7128364	251853	96671	6999490	5232794	6903710	7179318	6422520	6421662	7155014	7088726	7151658	7188222	4874556	6467130	7010066	7117540	6504268	6977755	5804307	6388611	6865084	6297680	60850	6960204	261992	6469650	6587152	6769649	4639366	7176200	4372455	168115	5062678	5603673	6530174	6559960	5293092	5190491	6508310	6823574	5755214	5452228	132800	6648453	6826076	7071203	7048776	7056045	5359235	6155360	5459226	6664252	5637959	6361156	2878501	6206989	5580996	6482951	6192554	7105392	4978654	3156983	7069826	7555044	6984299	6647032	5666860	5875133	6747352	6368875	7218586	7318704	6009911	6662440	6490823	6383669	81335	6942432	5676208	6878979	6558267	7267910	6808983	7812428	3729824	6152302	6384398	5464002	6849156	6217646	4536591	5455452	5662267	6088357	6082741	6436547	6679064	6791763	6325431	6898832	4610110	5141138	6397330	6657514	6949565	6195868	1187530	4803017	6594221	6712426	6826130	6927774	5267538	6401056	6867008	6775567	7279086	7389552	5542238	6812701	7489177	7409595	8041118	8562503	4876450	3468912	7005364	6794508	5540049	6129514	10283980	6927706	8096579	8074943	7546890	8200070	7153720	6960930	7768964	7987243	7759683	5225319	7886656	8766223	8458268	9587729	7848380	8770472	119308	266083	185673	180534	7678526	8487039	7518339	5741854	8160943	9361487	9332802	9835840	8134917	9253418	8692072	7835919	8485194	8749249	6501432	7724350	8096868	8147056	8258254	7835088	7749424	7297222	7994847	7829108	8045472	7243883	4593226	6440725	7085021	7311946	7376278	7436568	7462468	7680796
Fludioxonil	MUJOIMFVNIBMKC-UHFFFAOYSA-N	0	0	0	0	64448	1289812	1203126	1256864	1372226	1343695	116157	61926	1395170	1071966	1529687	1455772	1156689	1242488	1412851	1248614	1332881	1249559	987587	1221746	1253565	1349572	1318535	1433387	1143735	1361098	1531653	1206568	29784	1576227	141824	1509336	1640041	1679504	1164368	1429465	1096903	41994	1199303	1166214	1001918	1094908	1064111	1011338	1035190	1225806	1072217	1025606	355415	1471484	1687764	1615422	1671400	1367382	870350	967074	919106	1179316	947264	1082888	1099638	1104631	1152375	1234126	1133422	1215568	706616	856949	850216	901216	922552	864610	500416	906848	588540	607306	595513	696737	799651	755290	791780	733172	0	730631	919240	1020959	1049396	1044700	741352	830612	678249	732032	820443	670088	786345	691272	858063	926909	1048619	1023954	1000352	1053951	1099486	1106691	1114037	1083228	838999	944628	1217951	1154190	1088359	1066564	353006	719800	1127526	1094527	1105378	1120692	923705	1077692	1134470	1163018	1123811	1226935	1065796	1234244	1332330	1287620	1382780	1393913	1040631	1160275	1256922	622581	1324437	1208701	1421320	1314852	1209990	1253821	1272700	1403714	1005726	1214334	1523849	1309252	1339706	1340133	761373	898484	1072013	987162	767391	518445	2858	8998	3489	0	782483	929110	624413	505033	640572	779187	768766	776244	645975	763791	721004	599664	626651	687047	728581	768831	506429	833038	947019	918065	818134	792971	882239	786567	877385	780911	620840	861989	956859	935146	930489	940468	827456	924933
Isoxaben	PMHURSZHKKJGBM-UHFFFAOYSA-N	0	0	0	0	498549	7322276	2841019	7615028	3653129	8101077	178742	119793	4699967	3331132	4393086	4617660	7109360	7403074	2748542	2878454	8496419	7499483	3079610	3712054	3878557	3841246	4119314	5065520	3388221	3990357	4372402	4346572	183498	5267784	345503	5028716	5082804	5277194	3997530	5182086	2254947	364004	3118706	3983214	7793636	7428650	6573014	6693281	3400022	2597802	6216904	5670609	2076611	6853273	7587936	2862741	7626422	6962926	2553807	2580531	1979480	886245	2651962	2906576	1463782	1472912	1276741	1253363	1266494	1381397	2978838	8146070	8006618	3426973	8117044	8206216	8394404	8313506	4243492	4511246	8640110	8839440	9036115	8709457	3823133	4694852	182826	9295920	4361766	4535230	4587296	4857154	4692459	4770611	2666675	3406764	6410240	3898416	6486716	6265945	5480352	1747997	2721218	2878031	2778450	3137310	3043046	6328760	6212423	6067318	5317343	5284265	6065542	6009350	6020580	5428726	741449	1350350	2022775	1810757	2012126	1846234	6194708	6415239	8072923	7736566	5573768	5461088	2384392	1318278	1985820	1776334	1913936	1909838	4547712	4415173	4416491	4312821	4425550	4666938	6388318	4467642	3255860	2978360	3652826	3630188	496663	471540	476596	388158	462184	519592	342339	356998	486568	185112	462129	361343	161977	194980	239571	121995	7347542	7569374	8036397	6667181	8230792	8570932	8434102	8564218	9183987	9704445	9355748	8309701	8465209	9041288	2556120	2882632	3152568	3029208	3066302	2944874	6097040	5558541	6588887	6341734	6768938	6164176	4027467	4397903	4536282	4541425	4695626	4605182	4564647	4450795
Ingliforib	GVDRRZOORHCTAN-MJUUVYJYSA-N	0	0	0	0	710535	10449565	11162215	10949108	12339674	11715161	1050030	666411	11899783	8445741	11964198	11286950	12207117	11554095	11678767	11248400	10951092	11451675	10899029	11441885	9945261	8622345	11016669	11673967	11925769	11914156	9258959	8864279	345571	11917857	1169316	11766913	12718056	12263367	9218744	11867583	12670390	577918	11655345	11895323	10965499	11409995	11525150	9894615	10540791	11018568	8681483	8392513	3205467	11389886	11246051	11771381	11796378	10789150	10860791	11249371	9717662	11170148	9510717	10543792	2866210	2915568	2644227	3064505	2528834	2891468	3045749	3489090	3625256	3740943	3517406	3063074	3390787	3070330	3368234	3272586	3425630	3460449	3357750	3147493	3281057	3349749	37252	3609027	3415472	3625134	3191728	3847638	3249640	3592928	3390084	3092338	3267072	2676616	3490769	2936916	7518272	7945070	7711365	8032220	7513342	7891154	7931445	7868666	7918902	8063034	9671754	8965313	10592766	10196241	10961295	9852770	4414948	7575858	10628629	10785576	10027466	10722014	9384853	10205626	10919192	10632738	10411799	11614932	10421680	11851103	12443571	11653775	12405651	13005889	10204661	9905913	11239315	9890000	10263017	11203157	10790441	11797527	11539127	11958940	11583022	11489086	11808488	11750259	12056573	12488179	12233597	11348153	3353383	3660517	3410445	3762167	3407874	3774132	55975	98677	83864	28466	3548229	3883698	3684036	2795747	3488109	4167043	3918406	4232414	3834930	4150762	4070630	3581792	3693590	4246229	3303085	3711110	3801875	2461623	4050932	3808311	3640022	2457970	3664480	3598126	3432453	3459680	7377554	7075374	7668097	7676524	7216112	7726666	7614607	7724635
(3R,7R,8R,8aS)-3,4'-dihydroxy-7'-(2-hydroxyethyl)-4,4,7,8a-tetramethylspiro[2,3,4a,5,6,7-hexahydro-1H-naphthalene-8,2'-3,8-dihydrofuro[2,3-e]isoindole]-6'-one	ZHECNBLIOXZXBL-TVDJWTRXSA-N	0	0	0	0	71106	1298526	1426692	1382372	1486015	1462010	105930	47187	1199752	1093582	1205800	1257932	1368307	1461127	1428461	1484026	1438588	1393184	645876	809444	860789	959482	872203	794218	88339	152729	83547	131420	3533	78988	87055	1144554	1162712	1204665	827933	1233899	1456897	66490	1517148	1674610	1511756	1630291	1354862	1334101	1364094	1460062	1304877	1331068	395017	1472854	1726362	1592687	1747728	1535277	1429067	1452192	1357570	1430740	1327204	1455738	50986	66113	84403	70077	64559	61028	1069822	1349467	1305020	1326198	1175886	970066	1335999	1262748	1477208	1361375	1402018	1488177	1319065	1216368	1266093	1322345	3094	1321314	310073	340393	539849	542171	505663	624007	6088	24010	4695	6234	7696	5264	886655	886001	913707	1069031	987871	1011900	919614	926969	1016472	990029	857913	755328	913425	912566	989688	955311	382406	825334	1037423	889342	1103582	797892	706905	657765	967979	999556	681862	762094	563104	618403	781302	762911	811968	821627	1149974	1094574	1297295	1244098	1129834	1138907	1240249	1193091	1290322	1132414	991705	1175727	1183280	1137054	1141821	1094397	1316016	1154678	13661	12158	10845	37981	6060	47418	53362	34875	25841	21511	923218	938986	1074072	854806	1042447	1206674	1177240	1267268	1093756	1053943	1123428	871096	813844	1037976	261790	234808	302170	260763	397398	289046	32543	26076	6424	12793	8671	12482	771471	678060	786761	903229	720934	784472	746725	782402
5-Methoxypsoralen	BGEBZHIAGXMEMV-UHFFFAOYSA-N	0	0	7161	0	247876	46224432	51646276	33263770	50540068	32166138	686259	275546	27250434	44645800	29504584	28138658	80797552	89203512	67796200	69801720	68486344	63564028	104029096	126511744	136764912	144174624	134178312	133861448	107718992	121773064	129280840	118421904	1489588	141073584	1828206	78257424	49122808	45946672	67490704	46637276	89907928	855542	97797544	101528120	79576344	86522880	99861096	104161656	26243884	26216084	628386880	616641984	206362784	1399506432	1607347200	1618461568	1686018816	1515600000	84058160	89790928	54017964	87066224	74550832	83393512	163309136	172838176	171303008	180875088	179682096	189049184	1195159808	1274235648	1348931328	1410968192	1434969728	1400781312	176491904	181894880	186873456	193243264	198878720	209478000	208273040	212737456	221092784	222128768	2157240	240499824	45721392	46593092	41086700	42151196	36752244	28912106	1310946688	1316649984	1425571072	1325309568	1423844224	1377127936	372681632	434060832	438409792	450869760	470613216	483214336	480963744	495790528	478232384	487511808	66877036	77598344	99217144	96353960	93281456	86698464	20366566	33359034	38788728	26665642	24609042	39030564	61958904	75932752	25488330	26358438	76572448	83179760	64066760	79946200	81539072	85130472	77333128	81247632	51920812	55099936	59373724	56973020	62338520	64064884	85492000	85373688	94590048	95935760	56330984	61116168	73219240	75749296	86154104	79566696	80695760	83670760	39752336	42850224	46810492	49187600	25450966	44503192	732854	627472	637151	785846	66401812	69263816	47101400	44223552	51535280	53196488	54051312	54337524	58574268	62809336	64802764	59548552	62715124	62345148	39472552	42850972	44125448	44003060	40519324	17120208	69253416	68673288	77860160	66948084	73725360	65921508	44143764	62443328	63758044	65626236	64890084	66514600	65752848	66364948
4-Chloro-3,5-dimethylphenol	OSDLLIBGSJNGJE-UHFFFAOYSA-N	82785	47496	46473	7318	19465	23308	14667	11367	30772	10844	26937	12832	12374	49059	11899	17234	13470	10530	31776	14301	13935	18114	21311	9335	16878	47136	71778	29379	13281	9190	48943	12974	120031	26407	13557	10760	34080	33880	17310	13375	13336	17215	13865	13117	13087	47908	12028	36008	0	48608	33612	20025	12575	15421	13414	18709	11243	17839	0	14600	12092	14348	15083	13715	14323	55122	12701	30075	24345	24655	4856822	5625059	5478439	5475893	5130864	5272748	13123	8316	28241	45384	13300	12438	35732	12254	0	16406	39105	0	14335	14292	16088	21273	16376	9875	14200	9960	10309	8639	0	29120	261000	303126	414893	230778	304630	191077	270419	337668	300567	356490	8882	8907	8644	48611	11111	16118	13419	16442	7201	22077	12321	12734	88607	55820	15252	42246	7259	8722	9671	51399	16135	21187	42784	27975	61859	22491	44742	57215	59512	212912	4057673	45889	11554	51597	32908	41409	42549	10392	21245	23433	48452	38001	39434	10663	49564	21808	28007	18548	361557	361626	463315	318222	6423996	6822282	14054	15200	24893	11488	19470	10565	29753	13385	43932	18646	12770	12791	29547	32434	30614	14479	11453	27696	12068	8230	15586	13628	13463	12024	279551	179637	101847	134658	174407	158874	148290	187951
(2S)-2-Hydroxy-3-butenyl-glucosinolate	MYHSVHWQEVDFQT-UHFFFAOYNA-N	0	0	0	0	314677	5745800	4665199	5146460	4076424	4147882	643014	284147	7249596	9130759	6645915	6920198	10464084	8933880	10718483	10449753	10024238	9595428	4971784	4063118	4314012	4201751	4613620	3701154	3518982	4318758	4866555	4415210	6910	3737618	1119096	2765354	2730022	3117821	4588513	2072014	2175318	207926	1374289	1250127	1750534	1258536	3752739	4441790	4833772	4576811	5582152	4915792	5222902	5932008	5903248	5922421	5925300	5351618	3674755	3548847	4890211	3873304	3393946	1976519	2155110	1909328	1870793	1919201	1874378	1484076	2677756	2152111	2055131	1841914	2050008	2034223	1075046	1173101	1095679	1204967	778115	569549	1411071	1324814	1665200	1482947	14316	1095550	2114852	1624620	2231388	1958457	1198984	730768	4474952	4733954	4133771	5353185	3522465	4486909	3427471	3519455	3331050	2950008	2603215	3411514	3355576	2775354	3189534	3247267	2972135	3181384	1630950	2007525	1332321	1683673	6620077	5279718	2713403	2712219	2662394	2239671	4854710	3774117	4389654	4635818	3978183	3521758	612076	571868	677358	829651	527423	428076	617964	507974	628109	693767	480813	50835	15648	586925	722451	740697	651088	579951	384623	337018	218560	196928	243968	270548	557165	516822	568343	384208	405553	332742	1230	3138	5873	1519	499385	259261	97310	247825	145573	113337	21081	12038	65026	15323	31321	273324	37990	103907	515206	454174	296771	158230	387447	403952	1039774	1533904	1221331	1316933	964934	1028740	1757180	583410	759651	626164	461806	642979	504075	400401
NCGC00380477-01_C24H32O7_Benzoic_acid,_4-hydroxy-,_(3R,4S,8aS)-2-(acetyloxy)-1,2,3,3a,4,7,8,8a-octahydro-3,8-dihydroxy-6,8a-dimethyl-3-(1-methylethyl)-4-azulenyl_ester	KHLABRVSJLTKHQ-WTOMSVJDSA-N	0	0	0	0	1304526	12460139	13195965	12967272	13439101	13237656	1529449	1111770	11481534	9957902	10872175	11158937	9233852	9395858	9702719	9698121	9896521	9369870	12474906	13962515	14054193	14305852	13464724	13691787	6794774	6999624	5933422	5803374	1208728	7372044	1367021	10095615	10409575	10069877	8419802	9736634	12676740	1190077	13236436	13685944	12773551	12762887	9834029	9540789	10276921	10721101	9994057	9952539	4545775	12775588	13753738	13678370	13876247	12141919	12488478	12688019	11665315	12622131	11149400	12046149	2582516	2707360	2357600	2646766	2520393	2611151	9444185	10531823	10435086	10824681	8657927	8596263	11232216	10912546	11362561	10948423	11023495	11278035	11085983	10871781	11016200	11130552	372135	11140900	379798	607415	1929376	1853726	2237107	2406829	154231	137213	46638	55467	151348	60762	8530947	8936129	9404292	9514905	9114072	9262671	9187077	9224259	9198678	9416221	10634115	10425511	11604235	11686872	11333701	10792451	4131443	6034856	6670323	6771565	5253603	5418160	6202978	6682660	8115330	7911192	5961694	5844870	6424628	6943967	9567263	9215835	8880003	9033917	12279044	12144395	12175077	12198159	12381588	12376238	9753575	9924953	11543098	10712338	11066089	10982135	3354073	3095600	1839857	1696258	3067186	3064605	2241606	2396402	1964281	2032246	2187392	2221895	2693943	3280461	2396462	2150513	8850530	9097544	9893912	8863200	10389485	10869801	10351887	10999333	10212259	10917567	10259928	9759399	9896833	10312741	924669	961657	965105	944949	1445040	1427057	170810	147929	65062	140331	18521	178992	6727984	6996600	7369442	7329292	7446912	7230553	7021618	7210687
Indole-3-acetyl-L-alanine	FBDCJLXTUCMFLF-UHFFFAOYNA-N	8511	2633	7222	5090	153381	3608128	4455761	4136493	4872425	4389711	560990	453641	9226233	6364384	8947407	9206426	4510327	4878638	4523464	5118977	4556305	4635312	2357504	3067128	3529952	3299286	3147172	3051822	4017400	4021150	4372496	3934386	76912	3850124	314693	5159216	5467609	5267102	3516577	4987264	3770578	148579	4191144	4687598	4237651	4465984	3874025	3637578	4144692	4553382	3577722	3291628	665647	4036821	4371450	4295346	4166164	4041723	3532257	3637278	3609188	3992686	3294124	3998132	3264282	3648214	3589388	3738940	3521012	3964354	3223338	4042012	4190530	4517789	3850778	3862878	3826082	3656324	4294102	4038455	4072626	4037050	3665446	3855118	4006410	3932687	59058	4095870	4540911	5299772	4633599	5187331	4771190	5388006	4271796	4094381	4964239	3683382	4634405	4018170	3109504	3601236	4082890	4162292	3914928	4266565	4187160	4342116	4046011	4194746	2436333	2310347	2900439	2927184	2840435	2855517	2876008	5600890	7929110	8047828	7655670	7978472	3081337	3609438	4031565	3934474	3589608	3930272	3546066	4089787	4157511	3904654	3937412	4201831	3020056	2900002	3171856	3327580	3088543	3589478	5025917	3706253	4076686	3891198	3641420	3801284	4400964	4267378	5035035	4989021	4869596	5044295	4030804	4574854	4205054	4942897	3875944	4250260	22096	42249	70154	9093	3268342	3480668	3680786	2657854	3686046	4236648	4241299	4293687	3766658	4126745	4121337	3556268	3844856	4013932	3877729	4045308	4180462	4113286	4361036	4073490	3989102	3572970	3879562	3543010	3782344	3554212	2970420	3414216	3594154	3919804	3950989	3812050	3889918	3931621
2'-Deoxycytidine-5'-diphosphate	FTDHDKPUHBLBTL-SHYZEUOFSA-N	0	0	0	0	2006120	18796862	15593219	19181522	14937927	15535302	3964959	2791194	23886782	28554110	25381698	25661752	18824338	19028700	18863680	18856388	23013980	19446718	25699844	26691866	27317520	27262376	26524252	28134838	21047680	29634240	22166600	27016258	1337667	24437814	4869159	20667666	18546654	22331718	19047394	17078694	15237062	1909746	15403877	15551803	26873600	27717934	31989530	32848836	17899118	18869832	49005844	47955580	13785346	40318780	45557016	44668548	44301892	39148012	21847366	21950634	20406130	22577462	31490664	34481384	46882996	56676204	44593684	42155856	45408940	52311972	99851408	107893248	102291840	85391864	101607752	99446624	94965192	99263128	77365256	95635640	82332856	82938928	96445264	92752216	93441816	92148136	3275863	96433072	64010520	54981692	59392236	61337860	56834676	51041240	74744720	72955024	77649984	67492192	77821048	71647600	46291848	47836800	48939956	48732804	48228832	48570932	46930500	48561572	49114616	47227636	18282726	17859558	21070454	19543652	19729732	18775958	14554966	22380414	29757544	29288432	29683708	24433424	19362316	19568394	12846503	12585723	19192650	16570695	10606695	10600516	14983725	16226455	14359846	13683760	12542699	13415819	23760304	25433670	14262363	14164380	6497392	18494582	11637584	11283109	23036364	23486546	11334138	12022584	19011662	18876962	13814624	13593987	13279736	13671645	18622434	15097156	21146938	20810542	556807	555714	1190580	565888	18253146	20311368	9654584	12758385	11080480	11094456	12479815	11215861	9874256	11309075	12252978	10771310	11778372	12179625	25889170	25843510	26556892	25679534	24287786	26532238	20925216	17781766	20271112	19327336	19182518	23731884	12894519	16120935	16216342	17086822	17026004	17321094	17474586	16977812
